,name,platform,release_date,summary,meta_score,user_review,release_year,P
2111,Stacking,Xbox 360,"February 9, 2011","Stacking is the second downloadable game produced by THQ and the award-winning Double Fine Productions. The adventure of Stacking requires players to capture and stack dolls together, then use each doll's unique abilities to solve the game's challenges. As more puzzles are solved, new dolls are acquired and the game's visually lush, carefully constructed story unfolds.",81.89708065314201,8.1,2011,Xbox 360
2121,Europa Universalis IV: Wealth of Nations,PC,"May 29, 2014","The expansion allows you to create trade conflicts in secret, steal from your competitors with the use of privateers, use peace treaties to gain trade power and create a new trade capital to strengthen your grasp over trade. The age of exploration is brought to life in this epic game of trade, diplomacy, warfare and exploration by Paradox Development Studio, the Masters of Strategy. Europa Universalis IV gives you control of a nation to rule an empire that lasts through the ages.",81.73874319643741,8.4,2014,PC
2122,BioShock Infinite: Burial at Sea - Episode Two,Xbox 360,"March 25, 2014","In this DLC pack, you become Elizabeth as she seeks to bring closure to her story, and to BioShock Infinite's. Like Episode 1, this DLC features Rapture as you've never seen it before and gameplay has been modified to give the player an original BioShock combat experience that merges the best parts of BioShock and BioShock Infinite.",81.73874319643741,8.7,2014,Xbox 360
2129,Frostpunk,PC,"April 24, 2018","In a completely frozen world, people develop steam-powered technology to oppose the overwhelming cold. Society in its current form becomes ineffective and it has to change in order to survive.",81.12518555170708,8.4,2018,PC
2142,Uncharted: The Lost Legacy,PlayStation 4,"August 22, 2017","The first standalone adventure in Uncharted franchise history led by Chloe Frazer. In order to recover a fabled ancient Indian artefact and keep it out of the hands of a ruthless war profiteer, Chloe Frazer must enlist the aid of renowned mercenary Nadine Ross (from Uncharted 4: A Thief's End). Venturing deep into Indias Western Ghats mountain range, Chloe and Nadine must learn to work together to unearth the artefact and fight their way through fierce opposition to prevent the region from falling into chaos.",80.86293913904008,8.0,2017,PlayStation 4
2151,Hyper Light Drifter,PC,"March 31, 2016","Explore a beautiful, vast and ruined world riddled with unknown dangers and lost technologies. Inspired by nightmares and dreams alike. Hyper Light Drifter is a 2D Action RPG in the vein of the best 8-bit and 16-bit classics, with modernized mechanics and designs on a much grander scale.",80.74913409203364,8.2,2016,PC
2183,Final Fantasy IX,PC,"April 14, 2016","The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series. This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics. The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.",80.74913409203364,8.8,2016,PC
2185,Black Mesa,PC,"September 14, 2012","Black Mesa is a re-envisioning of Valve Software's seminal game Half-Life. You will re-visit the inaugural role of Gordon Freeman and his memorable journey through the Black Mesa Research Facility. Expect detailed environments to explore, a huge cast of characters and experimental weaponry. All-new music, voice acting, choreography and added dialogue give way to a more expansive and immersive experience than ever before. [Valve]",81.9465611083622,8.9,2012,PC
2186,Rise of Nations: Rise of Legends,PC,"May 9, 2006","Rise of Nations: Rise of Legends evolves the franchise's trademark features such as borders, large-scale battles and city-building in innovative ways. Players are able to transform small villages into powerful civilizations and lead vast fantasy armies into strategic battles using formations, unit control and heroic abilities to destroy the enemy. The popular Conquer the World (CTW) Campaign returns in Rise of Nations: Rise of Legends with exciting updates. The new CTW Campaign guides players through a new world of heroes, monsters, loyalty and betrayal. Gamers follow a story through multiple campaigns with fascinating subplots and heroic characters. The campaigns immerse players in an ever-changing three-dimensional world with terrain and cities that evolve as civilizations grow. [Microsoft]",82.48589807026225,8.4,2006,PC
2191,FTL: Faster Than Light,PC,"September 14, 2012","You manage the Kestrel and its crew as you explore the galaxy. Strategic, real-time combat involves managing power between essential systems and choosing which enemy systems to target. Meanwhile, you control your crew to keep the ship functioning and fight off intruders. The combat is difficult but, being a ""roguelike-like"" game, frequent permadeath is at the core of the experience. While exploring the galaxy you will encounter a variety of situations requiring decision making that can result in many outcomes. Since all events are randomly generated, each play-through will be significantly different.",81.9465611083622,8.4,2012,PC
2193,Fallout: New Vegas,Xbox 360,"October 19, 2010",The latest game in the post-nuclear RPG series is being developed by many members of the Fallout 1 and 2 team at Obsidian Entertainment using the Fallout 3 engine.,82.05047006432459,8.6,2010,Xbox 360
2201,SOMA,PC,"September 21, 2015","Strange occurrences are disrupting the routines of the PATHOS-2 research facility. The radio is silent. Behavioral anomalies of the machines are increasingly dangerous, if not... malevolent. The facility is devolving into chaos. No weapons, and the only escape is practically unthinkable. From Frictional Games, creators of the Amnesia and Penumbra series, SOMA is an aberrant tale of scientific inquiry and survival; an entropic exploration of synapse and circuit that wades through the delusions of human consciousness.",81.32310737258783,8.4,2015,PC
2202,DEFCON: Everybody Dies,PC,"September 29, 2006","Inspired by the 1983 cult classic film, ""Wargames,"" DEFCON superbly evokes the tension, paranoia and suspicion of the Cold War era, playing on the fascinating aspects of psychological gameplay that occur during strategic nuclear warfare. You play a General hidden deep within an underground bunker. Your mission is to successfully exterminate your enemy's civilian population whilst saving your own. Points are awarded or lost depending on both the efficacy and thoroughness of your nuclear vendetta and the number of your own civilian deaths. In order to win you must wipe out the enemy population and simultaneously disable the enemy's ability to retaliate against you. This is an extremely difficult task since launching an attack on the enemy exposes the positions of your own Ground Silos, Subs and Bombers the moment they launch nuclear weapons, making you extremely vulnerable and exposed to a crushing counter-attack. Desperate attempts must be made to form fast, tactical alliances, alliances that may at any moment break-down to become the treacherous and most deadly of betrayals. Everyone looks to each other in a state of nervous suspense and paranoid accusation. In all-out nuclear Armageddon, everybody dies, everybody loses, you just have to make sure you lose the least! [Valve]",82.48589807026225,8.3,2006,PC
2216,Fuga: Melodies of Steel,PC,"July 29, 2021","""We have to fight! If we don't, everyone we love will be taken away!"" One fateful night, a peaceful village is thrown into the flames of war. Determined to save their families, a group of children boards a giant tank and begins an offensive charge! Fuga: Melodies of Steel is an RPG where you place children, each with their own unique characteristics and skills, at different gun turrets in a tank to fight against the enemy. Living inside the tank, the children show emotion and gain affinity amongst each other. Manage these both to change the outcome of their journey! -A mysterious ancient weapon: The Taranis Taranis, the giant tank sheltering the children, conceals many mysteries and somehow seems to have its own will. In situations of crisis, it can release a forbidden weapon, the dreadful Soul Cannon. -Your adventure. Your choices. Will you make sacrifices for victory? Or will you seek another path? In this RPG, many choices have to be made in order to progress...but taking the safest road may not always be the best option. Faced with a desperate situation, what course of action will you choose?",82.33745670460168,8.1,2021,PC
2219,Skate 2,Xbox 360,"January 21, 2009","Skate 2 picks up five years after the original Skate, a period marred by an unspeakable disaster that left San Vanelona in ruins. Within that time, Mongocorp rebuilt the city but their zealous protection of private property has put a damper on the once thriving skate population. Equipped with double the bag of tricks, gamers are tasked to rebuild their career and revive the New San Vanelona skate scene. With their ability to get off-board to move objects around and with help from a crew of locals, players embark on a mission to take back the city, one spot at a time. Along the way, they need to get coverage, earn sponsorships, own challenges and enter contests, including a coveted invite to etnies GvR competition. [Electronic Arts]",81.95150915388422,8.1,2009,Xbox 360
2220,NieR: Automata,PC,"March 17, 2017","The distant future Invaders from another world attack without warning, unleashing a new type of threat: weapons known as machine lifeforms. In the face of this insurmountable threat, mankind is driven from Earth and takes refuge on the Moon. The Council of Humanity organizes a resistance of android soldiers in an effort to take back their planet. To break the deadlock, the Resistance deploys a new unit of android infantry: YoRHa. In the forsaken wasteland below, the war between the machines and the androids rages on. A war that is soon to unveil the long-forgotten truth of this world...",80.86293913904008,8.6,2017,PC
2235,Borderlands,Xbox 360,"October 20, 2009","As the first title in an all-new sci-fi action franchise, Borderlands combines the best elements of Gearbox Software's first-person action titles with player customization and vehicular combat. Borderlands features a unique content generation system allowing for near-endless variety in missions, environments, enemies, weapons, item drops and character customization. Borderlands is a cooperative experience, allowing for multiple players to share the same game experience simultaneously online. Players can freely join or leave each other’s games at anytime, or choose to play in the full single-player mode. Borderlands features life-like character animations, impressive real-time physics, and customizable vehicles. More details to follow. [2K Games/Gearbox Software]",81.95150915388422,8.1,2009,Xbox 360
2241,Grim Fandango Remastered,PC,"January 26, 2015","Something is rotten in the land of the Dead, and you are being played for a sucker. Please meet Manny Calavera, travel agent at the Department of Death. He sells luxury packages to souls on their 4-year trip to eternal rest. But there is trouble in paradise. Help Manny untangle himself from a conspiracy that threatens his very salvation. [Double Fine]",81.32310737258783,8.1,2015,PC
2242,Age of Empires II: Definitive Edition,PC,"November 14, 2019","Age of Empires II: Definitive Edition celebrates the 20th anniversary of one of the most popular strategy games ever with stunning 4K Ultra HD graphics, a new and fully remastered soundtrack, and brand-new content, “The Last Khans” with 3 new campaigns and 4 new civilizations.",81.43196437407224,8.8,2019,PC
2243,Spiritfarer,PC,"August 18, 2020","A cozy management game about dying. What will you leave behind? Play as Stella, ferrymaster to the deceased, a Spiritfarer. Build a boat to explore the world, then befriend and care for spirits before finally releasing them into the afterlife. A unique, endlessly varied adventure! Farm, mine, fish, harvest, cook, and craft your way across mystical seas. Unwind for hours into cozy and relaxing gameplay. Join the adventure as Daffodil the cat, in two-player cooperative play. Learn how to say goodbye. Experience moving, emotional stories filled with unforgettable moments. Spend relaxing quality time with your spirit passengers, create lasting memories, and, ultimately, learn how to say goodbye to your cherished friends. What will you leave behind?",81.28352300841168,8.0,2020,PC
2247,Thimbleweed Park,PC,"March 30, 2017","Thimbleweed Park is the curious story of two washed up federal agents called in to investigate a dead body found in the river just outside of town, bloated and pixelated from a death come too soon.",80.86293913904008,8.1,2017,PC
2263,Guild Wars Nightfall,PC,"October 26, 2006","Guild Wars Nightfall continues the tradition of inviting players to immerse themselves in an epic storyline centered in a vibrant fantasy setting, build personalized characters, compete in head-to-head battles with players from around the world, and find adventure in missions and quests, in a Guild Wars game unlike any players have seen before. Two new professions are introduced in the game; the Dervish, a scythe-wielding holy warrior, and the Paragon, guardian angel of the Elonian people. [NCSoft]",82.48589807026225,8.5,2006,PC
2271,The Binding of Isaac,PC,"September 28, 2011",Isaac is a roguelike shooter based on the dungeon structure of Zelda (nes). At its core it controls like Smash TV / Robotron in a randomly generated semi RPG world filled with powerups items and special abilities.,81.89708065314201,8.3,2011,PC
2272,Enemy Territory: Quake Wars,PC,"October 2, 2007","Enemy Territory: Quake Wars pits the armies of Earth against the invading alien Strogg in the ultimate online strategic shooter. Featuring strategic team play, persistent character promotions, day and nighttime combat missions, and the universe's most powerful weapons and vehicles, the game transports players to the front lines of an epic new war for Earth. As the invasion begins, players choose to battle as one of five unique classes in either the EDF (Earth Defense Force - humans) or the barbaric alien Strogg armies, each augmented with specialist weapons and combat hardware. Troops utilize over 40 conventional and futuristic vehicles, deployable structures, and defense systems like quad-bikes, tanks, and alien walkers for epic ground assaults; or helicopters and anti-gravity ships to lend firepower from the air. Throughout each battle, teams establish bases, deploy defense structures, artillery, radar, and advanced forward-command systems into enemy territory while constructing and demolishing obstacles to speed progress and gain a tactical advantage over the enemy. Players can take on class specific missions or join a fireteam to utilize advanced command and communication options, including voice-chat and the game's context sensitive mission order system. With bitterly contested multi-battle campaigns, each soldier fights not only for victory, but to gain valuable skills, special rewards for team-play, and persistent military promotions and medals. [id Software]",82.25333993072736,8.3,2007,PC
2281,Trine 2,PC,"December 7, 2011",Trine 2 is the sequel to the 2009 downloadable PlayStation 3 and PC action platformer.,81.89708065314201,8.3,2011,PC
2284,The Walking Dead: Season Two Episode 5 - No Going Back,Xbox 360,"August 27, 2014",The final episode of a five-part game series set in Robert Kirkmans award-winning zombie apocalypse.,81.73874319643741,8.7,2014,Xbox 360
2291,BioShock: The Collection,PlayStation 4,"September 13, 2016",Return to the cities of Rapture and Columbia and experience the BioShock franchise like never before. BioShock: The Collection retells the epic journeys of the BioShock universe remastered for PS4.,80.74913409203364,8.5,2016,PlayStation 4
2293,The Wolf Among Us: Episode 5 - Cry Wolf,PC,"July 8, 2014","Following a bloody trail of murder and corruption, Bigby Wolf faces a powerful enemy: a dark force that has been feeding on the desperation of Fabletown’s seedy underbelly. But when hidden truths are revealed, you must decide exactly what justice means in the gripping season finale of The Wolf Among Us.",81.73874319643741,8.7,2014,PC
2294,Might & Magic: Clash of Heroes,Xbox 360,"April 13, 2011","Might and Magic Clash of Heroes takes place 40 years before the Heroes V saga. Scattered across five different regions of Ashan, 5 special heroes must travel their own dangerous paths to grow in strength, unravel a demonic plot, and ultimately save the world from Chaos.",81.89708065314201,8.2,2011,Xbox 360
2299,Sid Meier's Civilization IV: Warlords,PC,"July 24, 2006","An all-new expansion pack, Warlords pays homage to some of history's greatest military leaders, delivering six new scenarios, giving players the chance to change the course of history with the help of their new powerful ""warlord"" unit. The expansion pack is loaded with new civilizations, new leaders and more units, resources and wonders that can be used in both single and multiplayer games. [2K Games]",82.48589807026225,8.0,2006,PC
2304,Resident Evil 4 HD,Xbox 360,"September 20, 2011","Resident Evil 4 marks a new chapter in the Resident Evil series. You'll rejoin Leon S. Kennedy six years after his first mission as a rookie cop from Resident Evil 2. Now a US agent, Leon is on a top secret mission to investigate the disappearance of the president's daughter. As Leon, you must make your way to a mysterious location in Europe, where new enemies await. Take them down by using enhanced aim-and-shoot features and a new action button.",81.89708065314201,8.0,2011,Xbox 360
2318,GRIS,PC,"December 13, 2018","Gris is a hopeful young girl lost in her own world, dealing with a painful experience in her life. Her journey through sorrow is manifested in her dress, which grants new abilities to better navigate her faded reality.",81.12518555170708,8.5,2018,PC
2321,Vanquish,Xbox 360,"October 19, 2010","Directed by Shinji Mikami, VANQUISH is a sci-fi shooter of epic proportions with a fast, fluid and frenetic combat system, and an engaging and immersive storyline. Players take the role of Sam, a government agent kitted out with a futuristic battle suit, in a near future world where nations war over the planet's remaining energy resources. A versatile fighter with a huge arsenal of weaponry at his disposal, Sam also has an array of martial arts skills that he can use to take down his robot enemies.",82.05047006432459,9.2,2010,Xbox 360
2342,Final Fantasy X / X-2 HD Remaster,PlayStation 4,"May 12, 2015","Two RPGs - Now in High Definition. Over 200 hours of gameplay, including the International version content never before released in North America. Relive the fateful journey with fully remastered HD visuals and rearranged music.",81.32310737258783,8.4,2015,PlayStation 4
2362,Borderlands 2: Mr. Torgue's Campaign of Carnage,Xbox 360,"November 20, 2012","Come into Mr. Torgue’s Campaign of Carnage and see if you have what it takes to become champion of this brand new storyline in Borderlands 2. Fight for the Big Loot against some of the baddest baddies in Pandora, including hordes of Biker Bandits. Also, take special quests from Tiny Tina, Moxxi and others for extra rewards. And don’t forget to bring your friends -- those higher levels get rather tough.",80.9465611083622,8.2,2012,Xbox 360
2381,Ghost of Tsushima,PlayStation 4,"July 17, 2020","The year is 1274. Samurai warriors are the legendary defenders of Japan -- until the fearsome Mongol Empire invades the island of Tsushima, wreaking havoc and conquering the local population. As one of the last surviving samurai, you rise from the ashes to fight back. But, honorable tactics won't lead you to victory. You must move beyond your samurai traditions to forge a new way of fighting -- the way of the Ghost -- as you wage an unconventional war for the freedom of Japan.",80.28352300841168,9.1,2020,PlayStation 4
2383,Final Fantasy XII: The Zodiac Age,PC,"February 1, 2018","Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his family in the war, dreams of flying freely in the skies. In a fight for freedom and fallen royalty, join these unlikely allies and their companions as they embark on a heroic adventure to free their homeland. Final Fantasy XII: The Zodiac Age improves upon the 2006 classic Final Fantasy XII, now more beautiful and easier to play than ever. The high-definition remaster introduces several modern advancements, including reconstructed battle design and a revamped job system. With newly implemented trophies and share functions, as well as stark visual and sound improvements in true HD for the first time, players both returning and new to the game will experience a grand adventure that spans the world of Ivalice in an entirely fresh and improved way.",80.12518555170708,8.6,2018,PC
2392,Gunpoint,PC,"June 3, 2013","Gunpoint is a stealth puzzle game that lets you rewire its levels to trick people. You're a freelance spy, infiltrating high security buildings with subterfuge, face-punching, and an unusual type of electronic sabotage. You can cross-link things like light switches and doors so that the guards unwittingly take out their own security systems, their colleagues, and even themselves. It's pretty funny.",80.86244433448788,8.4,2013,PC
2396,Bloodstained: Ritual of the Night,PC,"June 18, 2019","You are Miriam, an orphan scarred by an alchemist curse which slowly crystallizes your skin. You must battle your way through a demon-filled castle summoned by Gebel, your old friend whose body has become more crystal than flesh. * Exploration: Bloodstained's story unfolds as you explore Gebel's hellish castle; a sprawling structure that features a variety of locations. As you explore the massive castle you'll find warp gates that will allow you to travel quickly without having to backtrack too much. * RPG Elements: It's not an Igavania without leveling, and Bloodstained will be no exception. In addition to the classic elements everyones come to expect, enemies in Bloodstained will drop a wide variety of items, materials, and magi-crystals necessary to create the items that will get you safely through Gebels castle. * Crafting: As you explore, fight enemies, and complete quests you will gain experience and become more powerful, acquiring a variety of weapons along the way. Enemies will also drop materials you can use to craft new weapons and abilities using Miriam's training in alchemy.",80.43196437407224,8.3,2019,PC
2405,SMITE,PC,"March 25, 2014","Players choose from a selection of mythical gods, join session-based arena combat, and use custom powers and team tactics against other player-controlled gods and non-player controlled minions.",80.73874319643741,8.1,2014,PC
2411,Guacamelee! 2,PlayStation 4,"August 21, 2018","Head back to the Mexiverse in this sequel to Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring full 4-player co-op, fancy new wrestling moves, sassy new bosses, twice the enemies, and 300% more chickens.",80.12518555170708,8.0,2018,PlayStation 4
2416,Darksiders II,Xbox 360,"August 14, 2012","Awakened by the End of Days, Death, the most feared of the legendary Four Horsemen, embarks on a journey to redeem his brother's name. Become the terrifying force which everyone fears but nothing can escape.",80.9465611083622,8.2,2012,Xbox 360
2419,Valkyria Chronicles 4,PC,"September 25, 2018","A Continent Engulfed in the Bitter Flames of War. Commander Claude Wallace and his childhood friends set out to fight in a desperate war, but bone-chilling blizzards, waves of imperial soldiers, and the godlike powers of the Valkyria stand between them and victory.",80.12518555170708,8.1,2018,PC
2425,Bloodstained: Ritual of the Night,PlayStation 4,"June 18, 2019","You are Miriam, an orphan scarred by an alchemist curse which slowly crystallizes your skin. You must battle your way through a demon-filled castle summoned by Gebel, your old friend whose body has become more crystal than flesh. * Exploration: Bloodstained's story unfolds as you explore Gebel's hellish castle; a sprawling structure that features a variety of locations. As you explore the massive castle you'll find warp gates that will allow you to travel quickly without having to backtrack too much. * RPG Elements: It's not an Igavania without leveling, and Bloodstained will be no exception. In addition to the classic elements everyones come to expect, enemies in Bloodstained will drop a wide variety of items, materials, and magi-crystals necessary to create the items that will get you safely through Gebels castle. * Crafting: As you explore, fight enemies, and complete quests you will gain experience and become more powerful, acquiring a variety of weapons along the way. Enemies will also drop materials you can use to craft new weapons and abilities using Miriam's training in alchemy.",80.43196437407224,8.4,2019,PlayStation 4
2426,N+,Xbox 360,"February 20, 2008","[Xbox Live Arcade] In a futuristic world of inadvertently homicidal robots, a daring ninja must use deft acrobatic skill and guts of steel to survive. N+ is a peerless action-puzzle platformer with more than 300 levels in which to hone your ninja reflexes, plus a built-in level editor for when you're hungry for more. N+ also features unique, physics-based controls, stylish graphics, unlimited lives, competitive and cooperative multiplayer, plenty of gold, and several flavors of sweet, sweet action. Running, jumping, and dying in an unpleasant-yet-comical manner has never been more fun. N+ features run-and-jump gameplay with hilarious ragdoll physics. It's easy to get into, but challenging enough for the hardcore gamer. Featuring well over 300 all-new levels, the game also includes a built-in level editor for players to create their own levels. Additional level packs, including the classic N levels from the PC version, and multiplayer level packs, will be available in the future. Multiple cooperative and competitive multiplayer modes are included. Try survival, race, or co-op play. Each level can be replayed to see how fast you completed the level. Check out additional ninja costumes for both single-player and multiplayer games, and skin your dashboard the N+ way. [Metanet Software]",81.16922315685304,8.3,2008,Xbox 360
2428,Fallout 3: Point Lookout,Xbox 360,"June 23, 2009","(Downloadable Content) Buy a ticket and hop onboard the Duchess Gambit, as Tobar the Ferryman takes you to the strange seaside town of Point Lookout. What secrets does the dilapidated boardwalk hold? Who lives in the sprawling mansion? Why is the Punga Fruit so important? And what horrors lie in the depths of the murky swamp? Point Lookout is the most open-ended DLC yet, and allows you to explore an entirely new and expansive gameplay area any way you’d like. A completely new questline allows you uncover the town’s hidden secrets, and wield powerful new weapons like the Double-Barrel Shotgun against the swamp’s dangerous, and deformed, denizens. So venture to Point Lookout, if you dare. Just pray it’s not a one-way trip. [Bethesda Softworks]",80.95150915388422,8.2,2009,Xbox 360
2458,Orcs Must Die!,PC,"October 11, 2011","With a wide variety of traps and weapons to choose from, Orcs Must Die! dares players to find the best ways to hack, launch, flatten, gibletize, and incinerate an endless army of filthy orcs and their vile allies. Orcs Must Die! features a vibrant look, addictive gameplay, and a blatant disregard for the welfare of orcs.",80.89708065314201,8.0,2011,PC
2462,Life is Strange,PC,"October 20, 2015","Life is Strange is a hand drawn work of art and every action enacts a butterfly effect - but with the power to rewind time, what would you change? And would it turn out to be a change for the better or worse?",80.32310737258783,8.6,2015,PC
2464,Kingdom Hearts III,PlayStation 4,"January 29, 2019","KINGDOM HEARTS III tells the story of the power of friendship and light vs. darkness as Sora and his friends embark on a perilous adventure. Set in a vast array of Disney and Pixar worlds, KINGDOM HEARTS follows the journey of Sora, an unknowing heir to a spectacular power. Sora is joined by Donald Duck and Goofy to stop an evil force known as the Heartless from invading and overtaking the universe. Sora, Donald, and Goofy unite with iconic Disney-Pixar characters old and new to overcome tremendous challenges and persevere against the darkness threatening their worlds. [Square Enix]",80.43196437407224,8.0,2019,PlayStation 4
2484,NieR Replicant ver.1.22474487139...,PlayStation 4,"April 23, 2021","Get ready to experience where the NieR series all began - NieR Replicant ver.1.22474487139...Set in a post-apocalyptic world, NieR Replicant ver.1.22474487139 is puts you in the role of the titular Nier, a young man on a quest to cure his sister Yonah of a deadly disease. What they discover will make them question everything they thought they knew The original NieR release has an interesting history. In Japan, there were two versions of the game: NieR Replicant and NieR Gestalt. NieR Replicant focused on Brother Nier and his sister Yonah. In NieR Gestalt, the main character was Father Nier, and Yonah his daughter. Only NieR Gestalt released in the West (under the name NIER) - so excitingly, this will be the first time many people will have played the Replicant version of the game.",81.33745670460168,8.5,2021,PlayStation 4
2488,Resident Evil HD Remaster,PlayStation 4,"January 20, 2015",In 1998 a special forces team was sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arrival they were attacked by a pack of blood-thirsty dogs and were forced to take cover in a nearby mansion. But the scent of death hung heavy in the air. Supplies were scarce as they struggled to stay alive.,80.32310737258783,8.5,2015,PlayStation 4
2489,Unreal Tournament III,PC,"November 19, 2007","Players assume the role of a futuristic warrior engaged in contests of intense shooting battles against skilled opponents, controlled either by human contestants online or by A.I. These contests are fought with the most powerful sci-fi weapons and vehicles.Unparalleled graphical and physical realism from the latest Unreal Engine 3 technology delivers the most compelling First Person Shooter Experience to-date...online and offline. The weaponry is bigger and badder than ever. Destroy your opponent from a distance with the ever popular Link Gun or blast away at close range with the Bio Rifle. Battle against lightening fast A.I. in the deeper and richer single player tournament mode. Expanded Onslaught game type features two complete sets of high-tech vehicles, including the massive Leviathan, the terrifying Darkwalker, and a completely new way to get into the action...the Hoverboard. Fight side-by-side with or compete against new and returning characters from the UT franchise, all with enhanced abilities, extremely detailed looks and distinct personalities. Enhanced popular game types, including: Deathmatch, Team Deathmatch, Capture the Flag, and Instagib CTF and more. Unreal Tournament 2007 provides seamless loading on servers in addition to improved matchmaking for more evenly matched competitors. Bundled with the award-winning Unreal Engine 3 Toolset. Build your own levels, gametypes, and more, or download the latest mods from the massive Unreal community. [Midway]",81.25333993072736,8.0,2007,PC
2490,This War of Mine,PC,"November 14, 2014","In This War of Mine, the focus is shifted away from military operations portrayed in most games. Instead, it is a dark survival game where players control a gaggle of civilians attempting to stay alive in a besieged city. During the day snipers outside stop you from leaving your refuge, offering players time to craft, trade, upgrade their shelter, feed and cure their people. At night they must scavenge nearby areas in search for food, medicines, weapons and other useful items.",80.73874319643741,8.3,2014,PC
2502,One Finger Death Punch 2,PC,"April 15, 2019","The world's fastest brawler is back. Experience cinematic kung-fu in the most epic stickman fighter ever made. Staying true to the original, you play with only two buttons. Every press matters, do not button mash!",80.43196437407224,8.1,2019,PC
2508,Tomb Raider: Anniversary,PC,"June 5, 2007","Inspired by the first Tomb Raider videogame, originally released in 1996, Lara Croft Tomb Raider: Anniversary is a totally new 2006 adventure for Lara, faithfully preserving the elements which made the original Tomb Raider such a classic. Using an enhanced ""Tomb Raider Legend"" game engine, the graphics, technology and physics bring Lara's adventure and pursuit of a mystical artefact known only as the Scion up to today’s technology standards and offer gamers a completely new gameplay experience. The puzzles are now more in depth and incorporate environmental interaction and physics driven solutions. The level design and flow of gameplay are inspired by the original videogame making Lara Croft Tomb Raider: Anniversary a brand new experience in gaming, while still invoking the nostalgia of the first adventure in Tomb Raiding. [Eidos Interactive]",81.25333993072736,8.1,2007,PC
2518,Pinball Hall of Fame: The Williams Collection,Xbox 360,"September 22, 2009","Pinball Hall of Fame: The Williams Collection faithfully recreates eight of the most memorable tables from the golden age of pinball in photorealistic 3D. Working closely with Williams to ensure authenticity of each of the games, the collection is highlighted by some of the most popular and innovative Williams pinball tables, including Gorgar, the first-ever talking pinball machine, Black Knight, which introduced ""Magna-Save"" and Bonus Ball, and Space Shuttle, which took the pinball industry by storm in 1984. Every table has been meticulously recreated to bring players the visuals, sound effects and gameplay that made these games legendary successes. Pinball Hall of Fame: The Williams Collection harkens back to the arcades of the 1980s. Players begin Pinball Hall of Fame: The Williams Collection with access to four pinball tables, and the remaining four tables are unlocked as the game progresses. Players can spend as little as two minutes on a quick pinball challenge, or delve deeper into the game, gaining rewards in a token-based system as they unlock each of the pinball tables. Single-player Arcade and Challenge modes provide hours of solo entertainment, and a Multiplayer mode lets players face each other head-on. [Crave Entertainment]",80.95150915388422,8.3,2009,Xbox 360
2521,Sackboy: A Big Adventure,PlayStation 4,"November 12, 2020","Perilous platforming experience - Explore here, there and everywhere as you utilize sackboy's cool, diverse move-set to face a huge variety of thrilling challenges, fierce enemies and startling surprises. Re-stuffed. Re-stitched. Re-zipped - sack boy returns to the big time stuffed with fresh moves and game-changing gadgets in an awe-inspiring and downright fun 3D adventure in this new, but familiar world.",80.28352300841168,8.3,2020,PlayStation 4
2530,Guardian Heroes,Xbox 360,"October 12, 2011","Much more than just a beat 'em up, Guardian Heroes is the perfect blend of action and adventure. Hack, slash and burn through hordes of androids, zombie warriors and goblins as you select your route through over 30 gripping levels, or battle it out in frantic 6-player mode with over 45 characters to choose from!",80.89708065314201,8.1,2011,Xbox 360
2541,EverQuest II: Echoes of Faydwer,PC,"November 13, 2006","Echoes of Faydwer is the fourth expansion pack for EverQuest II and the first EQII expansion pack with content for beginners to high-level players (Levels 1 – 70). This expansion introduces a new playable race, The Fae, an enchanted race of winged creatures. The Fae dwell on the continent of Faydwer, in the arboreal city of Kelethin, the new starting city being added to new chapter in the EQII saga. Echoes of Faydwer includes over 350 new quests, a new selection of profession hats, cloaks, armor, and new horse mounts available to players of all levels. EQII players will encounter over 40 new types of creatures to face, more than 20 new zones and adventure areas, and will be able to compete against other players for new PvP (Player vs. Player) rewards, plus all-new items, equipment, spells and tradeskill recipes. The Achievement system introduced in the Kingdom of Sky expansion has been enhanced to include additional sub-class abilities, allowing players to further customize their characters' abilities. [SOE]",81.48589807026225,8.6,2006,PC
2544,Transistor,PlayStation 4,"May 20, 2014",Transistor is a science-fiction-themed action role-playing game set in a futuristic city where you will take on the role of a young woman who gains control of an extraordinary weapon of unknown origin after a mysterious group of assailants nearly kills her with it.,80.73874319643741,8.2,2014,PlayStation 4
2549,Dark Souls II: Crown of the Ivory King,Xbox 360,"September 29, 2014","'DARK SOULS II Crown of the Ivory King' is the third of 3 large-scale DLC additions to DARK SOULS II, and includes all-new stages, maps, boss characters, weapons & armor! In this third DLC, players will find themselves in a world shining bright with the glow of treacherous ice. Can you find and recover the lost crown?",80.73874319643741,8.5,2014,Xbox 360
