,name,platform,release_date,summary,meta_score,user_review,release_year,P,score
3730,Catherine: Full Body,PlayStation 4,"September 3, 2019","Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations?",81,8.1,2019,PlayStation_4,656.1
3733,SnowRunner,PlayStation 4,"April 28, 2020","SnowRunner puts you in the driver's seat of powerful vehicles as you conquer extreme open environments with the most advanced terrain simulation ever. Drive 40 vehicles from brands such as Ford, Chevrolet, and Freightliner as you leave your mark on an untamed open world. Overcome mud, torrential waters, snow, and frozen lakes while taking on perilous contracts and missions. Expand and customize your fleet with many upgrades and accessories including an exhaust snorkel for heavy waters or chain tires to battle the snow.",81,6.8,2020,PlayStation_4,550.8
3735,Tiger Woods PGA Tour 06,PC,"September 20, 2005","Prove yourself as the greatest golfer of all time by taking on the legends in the prime of their careers -- on their terms. Do you have what it takes to beat Jack Nicklaus in his heyday with a bag full of wooden clubs or Tiger Woods with his modern-day equipment? For the first time, both analog sticks control each shot from tee to green. The left analog stick controls your swing, and the right analog Shape Stick dictates ball trajectory and putt strength. Back your challenges with wagers before any shot or round. Bigger odds are given to special accomplishments, so reap the largest rewards for nailing the toughest shots. Experience 15 beautifully detailed courses including Pebble Beach Golf Links, St Andrews, Reflection Bay, Doral Golf Resort, and more as you play as or against Tiger Woods and 16 other PGA TOUR players, including the newly added Chris DiMarco, Mike Weir, Ian Poulter, and Luke Donald. New Gamebreaker Meter: Build confidence to trigger Gamebreaker situations, and boost your power and accuracy by making great shots and posting low scores. [Electronic Arts]",81,7.5,2005,PC,607.5
3736,CrossCode,PlayStation 4,"July 9, 2020","A retro-inspired 2D Action RPG set in the distant future. A story about the distant future of gaming - from an unexpected angle. Plenty of characters and plot twists included. Master the bouncing ball mechanics and solve a whole bunch of puzzles. CrossCode has fast, action-packed combat filled with damage numbers. And we still managed to squeeze some strategy in there. Be a proper avatar and master all 4 elements: Cold, Heat, Shock and Wave. What, those are not the right elements? No idea what you are talking about. Being a proper RPG, CrossCode comes with tons of skills, equipment, items, NPCs, quests and all those fun little things consuming your precious time. CrossCode is full of awesome: huge hostile cyborg crabs, a seaman with a jetpack and head-banging meerkats.",81,7.4,2020,PlayStation_4,599.4
3737,Timespinner,PlayStation 4,"September 25, 2018","Timespinner is a story-driven adventure, inspired by classic 90s action-platformers. Timekeeper Lunais is on a quest to avenge her slain family, using time-bending powers to explore an interconnected world.",81,6.3,2018,PlayStation_4,510.3
3741,The Walking Dead: Saints & Sinners,PC,"January 23, 2020","Saints & Sinners is a game unlike any other in The Walking Dead universe. Every challenge you face and decision you make is driven by YOU. Fight the undead, scavenge through the flooded ruins of New Orleans, and face gut-wrenching choices for you and the other survivors. Live The Walking Dead.",81,8.0,2020,PC,648.0
3742,Final Fantasy XV,PlayStation 4,"November 29, 2016","FINAL FANTASY XV is a fantasy based on reality. Escaping the flames of war, Noctis, the Crown Prince of the Kingdom of Lucis, embarks on an epic journey with his best friends through a world of larger-than-life beasts, amazing wonders to behold, and dungeons filled with danger in hopes of finding the strength to take back his homeland and end the battle. [Square-Enix]",81,7.6,2016,PlayStation_4,615.6
3744,Dragon's Dogma: Dark Arisen,PC,"January 15, 2016","The next chapter in the Dragon’s Dogma franchise delivers a huge brand new area, missions, enemies and more, plus all of the content from the original game.",81,8.1,2016,PC,656.1
3746,Overcooked! 2,PC,"August 7, 2018","Overcooked returns with a brand-new helping of chaotic cooking action! Journey back to the Onion Kingdom and assemble your team of chefs in classic couch co-op or online play for up to four players. Hold onto your aprons... it's time to save the world (again!) FEATURES: * Online/Local Multiplayer Madness - You'll knead to work together to get the highest score in chaotic local and online multiplayer. * Feast Your Eyes On This - Cook in new kitchens ranging from sushi restaurants, magic schools and mines! * Romaine Calm! - Travel through teleporters, across moving platforms and save time by throwing ingredients across dynamic kitchens that shift and evolve. * Whet Your Appetite! - Cook up a range of new recipes including sushi, cakes, burgers and pizzas.",81,7.6,2018,PC,615.6
3747,Guild Wars 2: Heart of Thorns,PC,"October 23, 2015","Explore new training opportunities for your character beyond level 80 and master abilities like hang gliding in the jungle, tearing the bark off of heavily armored Mordrem, or building new collections that earn precursors to a legendary weapon.",81,7.3,2015,PC,591.3
3748,AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,PC,"September 3, 2009","BASE jump through a floating city, creating your own stunts to delight your fans. You dive off a skyscraper, relying on quick reflexes to negotiate the intricate tangle of girders that make up the floating city. All eyes are on you as the judges mark your score. One hundred points for hugging those exposed struts as you fall. A thousand for planting a kiss on the side of that building. Twisting and turning, you thread the needle between two billboards, earning cheers from your fans. But while reflexes are important, it's quick thinking that gets you the win. One block away, you spot a crowd of protesters decrying your sport, and make a split second decision. You break off course, stare them straight in the eye, and flip them the finger. They explode into a burst of fury, but the judges absolutely love it, bumping you up to first place. Now all you have to do is to make that landing without ending up a loose sack of broken bones. [Steam]",81,7.1,2009,PC,575.1
3751,The Sims 2 University,PC,"February 28, 2005","In The Sims 2 University, the first expansion pack for the highly-acclaimed The Sims 2 PC game, players for the first time will play through the new ""young adult"" life stage as their Sims head off to college and join the campus crowd. Whether they live in the dorms or rush a fraternity or sorority that's just the beginning...Sims can choose from one of 11 majors and by keeping their grades on track, they?ll secure a final degree and open up 4 new career paths. Players will enjoy all-new college based wants and fears that are tied to their Sims? social life and academic goals which will lead to new rewards and powers that will help them achieve their goals and aspirations in college and beyond. Pranks, parties and college social interactions add to the excitement while your Sims explore campus locations such as college lounges, pool halls, gyms and coffee houses. As in real life, if your Sims start running low on funds, they can earn Simoleans by picking up a part time job, like tutoring, or engaging in riskier affairs like printing money as a member of the ""secret society."" Of course, making the right decisions can lead to your Sim to the ultimate goal of becoming ""Big Sim on Campus"" in The Sims 2 University. [Electronic Arts]",81,7.8,2005,PC,631.8
3753,The Legend of Heroes: Trails of Cold Steel IV,PlayStation 4,"October 27, 2020","The Erebonian Empire is on the brink of all out war! Taking place shortly after the ending of Trails of Cold Steel III, the heroes of Class VII find themselves against the full force of the Empire in an attempt to stop its path of total domination. Further, the hero of the Erebonian Civil War and Class VII's instructor, Rean Schwarzer, has gone missing. Now, the students of Class VII, old and new, must unite with heroes from all over the continent to create the only chance the world has to be spared from total destruction.",81,8.7,2020,PlayStation_4,704.6999999999999
3754,Skulls of the Shogun,Xbox 360,"January 30, 2013","Los Angeles, California and Seattle, Washington Haunted Temple Studios announces Skulls of the Shogun, an invigorating cocktail of 1960s flavored sorcery and strategy in development for major gaming platforms. Washing up on the shores of the afterlife, players meet and join forces with vibrant ghost-samurai warriors, magical animal-monks, and mustachioed samurai generals on the way to capture Skulls of the Shogun. With its roots in classic turn-based strategy gaming, Skulls of the Shogun retains depth and adds a smooth, simple interface that makes it accessible and enjoyable even to players new to the genre. Players immerse themselves in battle with fun and unique game play features amidst lush, eerie environments. Also featuring 4-player local and networked multi-player and an original score inspired by old samurai films and dub, Skulls of the Shogun offers simple-yet-deep, refined and offbeat game-play.",81,8.1,2013,Xbox_360,656.1
3755,Far Cry 3: Blood Dragon,PC,"May 1, 2013","Far Cry 3: Blood Dragon is a spin-off that contains around eight hours of original content and features a single open-world island to explore, with many of Far Cry 3's gameplay systems and mechanics making a return.",81,8.1,2013,PC,656.1
3757,Borderlands: The Zombie Island of Dr. Ned,Xbox 360,"November 24, 2009","(Downloadable Content) The Zombie Island of Dr. Ned is an add-on pack for Borderlands with new enemy types, new missions, and new ... surprises. The Jakobs Corporation would like to invite you to experience the splendor of a corporate owned small town known as Jakobs Cove. Any rumors you may have heard about the ""undead"" walking our streets are completely preposterous and we officially deny them all. If those rumors turn out to be true simply purchase a firearm from the conveniently located Jakobs Brand Vending Machines and aim for the head. Also, would you mind saving our employees? (Non-union only please).",81,7.9,2009,Xbox_360,639.9
3760,Ni no Kuni II: Revenant Kingdom,PC,"March 23, 2018",Re-enter the animated world of Ni no Kuni in the sequel to the role-playing masterpiece developed by LEVEL-5. Explore a beautifully crafted world and experience the gripping story in an all-new RPG adventure. LEVEL-5 reunites with Yoshiyuki Momose on character design and Music created by Joe Hisaishi in the production of the next Ni no Kuni tale.,81,7.0,2018,PC,567.0
3764,Terraria,Xbox 360,"March 27, 2013","Terraria? What's that? Terraria is a land of adventure! A land of mystery! A land that's yours to shape, to defend and to enjoy. Your options in Terraria are limitless, are you an action gamer with an itchy trigger finger? A master builder? A collector? An explorer? There's something for everyone here. Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. The world is your canvas and the ground itself is your paint. Grab your tools and go! Make weapons to fight off a variety of enemies in numerous biomes. Dig deep underground to find accessories, money, and other useful things. Gather resources to create everything you need to make the world your own. Build a house, a fort, or even a castle. People will move in to live there and perhaps even sell you different wares to assist you on your journey. But beware, there are even more challenges awaiting you... Are you up to the task? Key features: - Sandbox Play - Randomly generated worlds - Free Content Updates",81,7.2,2013,Xbox_360,583.2
3766,Pro Evolution Soccer 2018,PC,"September 12, 2017",PES League Integration – Compete with PES League in new modes including myClub,81,7.1,2017,PC,575.1
3770,Assassin's Creed Origins,PlayStation 4,"October 27, 2017","Set in mysterious Ancient Egypt, Assassin’s Creed Origins is a new beginning. Experience a new way to fight while exploring the Great Pyramids and hidden tombs across the country of Ancient Egypt, and encounter many memorable storylines along your journey. And discover the origin story of the Assassin's Brotherhood. [Ubisoft]",81,7.2,2017,PlayStation_4,583.2
3774,Halo: Reach Remastered,PC,"December 3, 2019","Halo: Reach* comes to PC as the first installment of Halo: The Master Chief Collection. Now optimized for PC, experience the heroic story of Noble Team, a group of Spartans, who through great sacrifice and courage, saved countless lives in the face of impossible odds. The planet Reach is humanity’s last line of defense between the encroaching Covenant and their ultimate goal, the destruction of Earth. If it falls, humanity will be pushed to the brink of destruction.",81,7.3,2019,PC,591.3
3779,The Bug Butcher,PC,"January 19, 2016",A fast paced action shooter inspired by the arcade classic Super Pang. Use a wide selection of weapons and powerups to tear through increasingly challenging levels.,81,7.4,2016,PC,599.4
3791,Disney's Toontown Online,PC,"October 6, 2005","Disney?s Toontown Online is the first massively multiplayer 3D online game created for kids of all ages. Toontown is built on the principles of traditional Role Playing Games (RPGs) and Massively Multiplayer Games (MMPs). Its game play, however, has been expanded and modified to appeal to casual gamers and through several years of testing, Toontown has developed a core fan base among the gaming community. A non-violent game alternative, Toontown Online is a fun filled, ever changing online Toon world where players become Toons and join together to save the world from the evil Cogs. Toontown is under siege from an evil band of business robots called the Cogs. An unsuspecting Scrooge McDuck accidentally unleashed the money-hungry robots on the Town and they are attempting to turn the colorful world of Toontown into a black and white metropolis of skyscrapers and businesses. The player's job, as a Toon, is to help stop the Cogs and rescue the town.",81,7.6,2005,PC,615.6
3794,Combat Mission 3: Afrika Korps,PC,"December 3, 2003","Combat Mission: Afrika Korps (CMAK) is the latest game in the award winning Combat Mission series. Based on the same engine as Combat Mission: Barbarossa to Berlin (Wargame of the Year 2002 - Computer Gaming World and the 2002 Best Turn Based Strategy Game - PC Gamer), it introduces a number of important upgrades and changes relevant for the fighting in the North African deserts, the Italian mountains and the island of Crete, such as multi-turreted tanks, dust clouds kicked up by artillery and moving vehicles plus much more. Combat Mission: Afrika Korps is a 1-2 player, hybrid turn-based/realtime 3D simulation of WWII tactical warfare in parts of the Mediterranean Theater including North Africa, Italy, Sicily and Crete from 1940 to 1945. [Battlefront.com]",81,7.6,2003,PC,615.6
3795,EverQuest: The Planes of Power,PC,"October 28, 2002","Cross over to realms of ancient power, where legendary creatures guard long-hidden secrets. EverQuest: The Planes of Power will take you to places not meant for mortal eyes, reveal treasures and challenges mightier than any before, and bring you face to face with the gods themselves. Prepare yourself, the Planes await! [Sony]",81,7.0,2002,PC,567.0
3796,Rails Across America,PC,"September 18, 2001","A game of railroad empires in North America, covering the period from 1830 to the near future. It is a real-time strategy with a ""sim"" flavor. Rails allows hundreds of tracks with thousands of trains crossing the continent. Players must focus on where to expand, where to compete, and when to call in favors from government officials, union leaders, and other powerful figures. [Strategy First]",81,7.0,2001,PC,567.0
3799,Wasteland 2,PC,"September 18, 2014","Wasteland 2 is the direct sequel to the first ever post-apocalyptic computer RPG. The original Wasteland was the inspiration for the FALLOUT series of games, and the first RPG to allow players to split parties for tactical considerations, to face players with moral choices, and to make them deal with the consequences of their actions. It was the first to provide far more than the one-key-for-one-lock style of puzzle solving. It was groundbreaking, which is why IGN named it one of the top 25 PC games of all time, Computer Gaming World named it the Adventure Game of the year in 1988, and it was short-listed for inclusion in the Smithsonian Institutions current Art of the Computer Game exhibition. Wasteland was set in a dangerous, post-apocalyptic world in the American Southwest. Over the course of adventures rangers would receive promotions, acquire new skills and equipment, then face new challenges with outcomes that changed depending on the strategy used to defeat them. The game featured a strong storyline which required painful decisions by players; and a storyline that allowed for maximum re-playability. Wasteland 2, with your participation and insights, will recapture all that and provide more. It'll finally be the game worthy to be a Wasteland sequel, as challenging and rewarding as the original, with all added capacity and dazzle of games today.",81,7.2,2014,PC,583.2
3801,Anno 1800,PC,"April 16, 2019",Anno 1800 – Lead the Industrial Revolution! Welcome to the dawn of the Industrial Age. The path you choose will define your world. Are you an innovator or an exploiter? A conqueror or a liberator? How the world remembers your name is up to you.,81,7.9,2019,PC,639.9
3803,Minit,PlayStation 4,"April 3, 2018","In Minit, you journey outside the comfort of your home to help unusual folk, uncover countless secrets, and overcome dangerous foes, all in hopes of lifting a rather unfortunate curse that ends each day after just one minute.",81,6.8,2018,PlayStation_4,550.8
3805,Jamestown: Legend of the Lost Colony,PC,"June 8, 2011",Jamestown is a neo-classical top-down shooter for up to four players set on 17th-century British Colonial Mars.,81,7.5,2011,PC,607.5
3806,Poker Smash,Xbox 360,"February 6, 2008","[Xbox Live Arcade] Poker Smash is an action-packed puzzle game with a poker twist. Poker Smash expands on the traditional match-three puzzle mechanic with elements of one of the world's most popular card games: poker. Make vertical and horizontal matches by forming poker hands, and play in seven different game modes, including multiplayer. Fast and fluid controls paired with radical features such as super-slow motion and card-blasting bombs make this game a whole new puzzle experience! Match-three gameplay with a twist. Create poker hands and form chains to rack up the big score. Seven game modes: Intense game modes include action, timed, puzzle levels (55 of them), practice, custom playlist, split screen head-to-head, and multiplayer tournaments. In addition to the traditional leaderboards, Poker Smash features never-before-seen rivalry tracking and even movie recording with shared playback. The next-gen 3-D graphics feature eleven different highly detailed environments and background themes, coupled with thirteen new original soundtracks for play. [Microsoft]",81,8.5,2008,Xbox_360,688.5
3807,Tales From The Borderlands: Episode 2 - Atlas Mugged,PlayStation 4,"March 17, 2015","Discovering the Gortys Project fuels a madcap race to definitively figure out what the Atlas Corporation was up to prior to Hyperion's take over of Pandora. Our heroes are not the only ones on the trail. Vault Hunters, Bounty Hunters, Vasquez, and a giant monster thing with a mouth that looks like a...well, you'll see...are all in pursuit. And to further complicate matters, Rhys is being haunted by dreams of a dead despot AND what Vaughn looks like without his shirt on. Can Fiona and Sasha hold everything together? That's up to you. [Telltale]",81,7.4,2015,PlayStation_4,599.4
3811,Kohan II: Kings of War,PC,"September 22, 2004","Ages have passed since the Cataclysm and the complacency of time has set in. A shadow has once again fallen across the land. Rumors abound of strang creatures prowling the night. War comes ever more frequently and a deep-rooted unease holds the hearts of men in its grip. Brother has turned against brother and the great Houses of Kohan have erupted into civil war. The Shadow is rising and a new evil is spreading its wings. Will you stand against the shadow in this time of darkness? Kings of War, the latest game to the award winning fantasy real-time strategy series Kohan, returns players to the magical world of Khaldun. Players will find themselves caught up in a civil war, even as greater threats loom on the horizon. Fighting through armies of hundreds, laying siege to dozens of cities across diverse environments, players must learn to become Kings of War. [TimeGate Studios]",81,8.3,2004,PC,672.3000000000001
3814,College Hoops 2K8,Xbox 360,"November 19, 2007","In the All-American Training Challenge, players can improve their game skills by competing in passing, shooting, and defensive tests against former college basketball standouts like Mike Conley Jr. of Ohio State, Julian Wright of Kansas, Glen ""Big Baby"" Davis of LSU, Alando Tucker of Wisconsin, Al Thornton of Florida State, J.J. Redick of Duke, and College Hoops 2K8 cover athlete, Greg Oden of Ohio State. Gamers can progress through the challenge drills against these great players while tracking their best times and highest scores in the game. With multiplayer support for up to four players, gamers can compete against their friends to see who has the best College Hoops skills. College basketball fans can truly feel the benefit of playing in front of a frenzied crowd—be it at home or in a neutral tournament venue—with the 6th Man Advantage where the energy of a team’s fans can motivate a team to play harder and with more confidence. During a game, the 6th Man Meter measures the current energy and excitement level of the crowd. By scoring often, playing good defense, and raising the excitement level of the crowd, the 6th Man Meter will rise. Once the meter is full, the home team gains the advantage of playing with less fatigue for a brief period while the opposing team starts to lose confidence in their playing ability. The 6th Man Advantage delivers a realistic element with how a great crowd can inspire their team to victory. [2K Sports]",81,7.1,2007,Xbox_360,575.1
3815,Monaco: What's Yours Is Mine,Xbox 360,"May 10, 2013","Build a crack team of thieves and execute the perfect crime. Sneak, steal, and run for your life in single-player or with up to 4 friends in local or online co-op.",81,7.4,2013,Xbox_360,599.4
3819,Midnight Club: Los Angeles,Xbox 360,"October 20, 2008","Whether driving by the beach or beating the competition by cutting through a parking garage at 200 mph, Midnight Club: Los Angeles provides a seamless, breathtaking environment for everyone who loves to compete. With no load times, no tracks, and no rules, the game allows players to race who they want, when they want, and where they want in an unbelievable recreation of Los Angeles. A racing game is nothing without the great cars and Midnight Club: Los Angeles allows extensive customization of vehicles for both performance and appearance. Players can now fully personalize their officially licensed imports, tuners, classic muscle cars and motorcycles both inside and out with a dizzying array of licensed rims, spoilers, interior gauges, tires and more. [Rockstar Games]",81,8.3,2008,Xbox_360,672.3000000000001
3822,Resident Evil Village,PlayStation 4,"May 7, 2021","The next generation of survival horror rises in the form of Resident Evil Village, the eighth major entry in the Resident Evil series. With ultra-realistic graphics powered by the RE Engine, fight for survival as danger lurks around every corner. Years after the tragic events of Resident Evil 7 biohazard, Ethan Winters has started over with his wife Mia, finally living in peace and putting the past behind them. However, Chris Redfield, the legendary hero from previous Resident Evil games, suddenly disrupts their life, throwing a devastated Ethan into a new and twisted nightmare in search of answers.",81,8.2,2021,PlayStation_4,664.1999999999999
3823,The Age of Decadence,PC,"October 15, 2015","The Age of Decadence is an isometric, turn-based, single-player role-playing game set in a low magic, post-apocalyptic fantasy world, inspired by the fall of the Roman Empire. The game features a detailed skill-based character system, multiple skill-based ways to handle quests, choices & consequences, and extensive dialogue trees.",81,8.0,2015,PC,648.0
3824,Galactic Civilizations III,PC,"March 27, 2014","Galactic Civilizations III challenges players to assemble an empire that dominates the galaxy through conquest, diplomacy, cultural hegemony, or scientific research.",81,6.9,2014,PC,558.9
3825,Moonlighter,PlayStation 4,"May 29, 2018","Moonlighter is an action RPG with rogue-lite elements following the everyday routines of Will, an adventurous shopkeeper that dreams of becoming a hero.",81,7.3,2018,PlayStation_4,591.3
3828,Stories Untold,PC,"February 27, 2017","Stories Untold is a compilation tape of four experimental text adventures, including a remaster of the original episode The House Abandon.",81,7.0,2017,PC,567.0
3831,Catan,Xbox 360,"May 2, 2007","[Xbox Live Arcade] Catan, based on the best-selling board game ""Settlers of Catan,"" places you in the role of a colonist on a newly discovered imaginary island. Through strategy and trading, vie for control with other players over the territory and resources of this uncharted wilderness. Compete online with your friends from around the world, or go up against a computer personality. Features include an all-new 3-D ""Living World"" environment and robust computer gameplay to challenge all skill levels—even the experts. Difficulty levels: Play against historical personalities including Alexander, Cleopatra, and Tokugawa—a challenge to all skill levels, even experts! Also included is a ""Learn As You Play"" tutorial. House rules: Use popular house rules including Friendly Robber and Friendly Resources. Dice roll options: Choose from Randomized, Dice Deck with re-shuffling options. Multiplayer interaction: Taunt your opponents with engaging animations and emotes. Online support: Engane in multiplayer on Xbox LIVE (1-4 players, limited to one player per console) with Voice Chat enabled. [Microsoft]",81,7.8,2007,Xbox_360,631.8
3832,Planet Zoo,PC,"November 5, 2019","Build a world for wildlife in Planet Zoo. From the developers of Planet Coaster and Zoo Tycoon comes the ultimate zoo sim, featuring authentic living animals who think, feel and explore the world you create around them. Experience a globe-trotting campaign or let your imagination run wild in the freedom of Sandbox mode. Create unique habitats and vast landscapes, make big decisions and meaningful choices, and nurture your animals as you construct and manage the world's wildest zoos. Meet a world of incredible animals. From playful lion cubs to mighty elephants, every animal in Planet Zoo is a thinking, feeling individual with a distinctive look and personality of their own. Craft detailed habitats to bring your animals' natural environments home, research and manage each species to allow them to thrive, and help your animals raise families to pass their genes onto future generations. Manage an amazing living world that responds to every decision you make. Focus on the big picture or go hands-on and control the smallest details. Thrill visitors with iconic exhibits, develop your zoo with new research, and release new generations of your animals back into the wild. Your choices come alive in a world where animal welfare and conservation comes first.",81,7.9,2019,PC,639.9
3835,Far Cry 5,PlayStation 4,"March 27, 2018","Welcome to Hope County, Montana. This idyllic location is home to a community of freedom-loving people - and a fanatical doomsday cult known by many as The Project at Eden's Gate. Led by the charismatic prophet Joseph Seed and his devoted siblings, Eden's Gate has been surreptitiously infiltrating all aspects of daily life. When your arrival incites the cult to violently assume control of the region, you have to rise up ans spark the fires of resistance to liberate the besieged community. Freely explore Hope Couny's rivers, lands and skies with the largest customisable weapon and vehicle roster ever in a Far Cry game. You are the hero of the story in a world that hits back with every strike, and where the places you discover and the locals you team up with will shape your story in ways you will never anticipate. [Ubisoft]",81,6.8,2018,PlayStation_4,550.8
3837,Slime Rancher,PC,"August 1, 2017","Slime Rancher is the tale of Beatrix LeBeau, a plucky, young rancher who sets out for a life a thousand light years away from Earth on the ‘Far, Far Range’ where she tries her hand at making a living wrangling slimes.",81,8.0,2017,PC,648.0
3838,Nelly Cootalot: The Fowl Fleet,PC,"March 22, 2016",Pirate heroine Nelly Cootalot takes on the villainous Baron Widebeard in this point and click adventure game. Meet a cast of outlandish characters and face perplexing challenges in your quest for the Treasure of the Seventh Sea.,81,7.7,2016,PC,623.7
3843,Mass Effect 2: Overlord,Xbox 360,"June 15, 2010","(Downloadable Content) Keep a powerful hybrid VI intelligence – and the geth it has unleashed upon a planet – from wreaking havoc across the galaxy! Overlord includes 5 new levels, exciting ground combat and Hammerhead missions, and all-new achievements. [Xbox.com]",81,7.6,2010,Xbox_360,615.6
3852,Empire Earth,PC,"November 12, 2001","From the lead designer of Age of Empires® comes Empire EarthTM a real-time strategy game that lets you control the destiny of a fledgling civilization through 500,000 years of human history. Choose any point in time and establish a civilization to transcend the ages and dominate the earth. [Sierra]",81,8.3,2001,PC,672.3000000000001
3856,Star Trek: Deep Space Nine: The Fallen,PC,"November 15, 2000","The Federation believes that whoever controls all three Red Orbs may have the power to destroy the universe as we know it, so it's up to you -- playing as either Captain Sisko, Major Kira, or Lt. Commander Worf -- to find the Orbs first. [Simon & Schuster Interactive]",81,7.7,2000,PC,623.7
3862,Sam & Max Episode 101: Culture Shock,PC,"October 18, 2006",Culture Shock begins as Sam and Max discover that a group of former child stars have become involved in nefarious deeds. Only the six foot dog and his cunning rabbit companion can unravel the mystery! [Telltale Games],81,7.7,2006,PC,623.7
3863,Overcooked!,PC,"August 3, 2016","Overcooked is a chaotic couch co-op cooking game for one to four players. Working as a team, you and your fellow chefs must prepare, cook and serve up a variety of tasty orders before the baying customers storm out in a huff.",81,7.8,2016,PC,631.8
3866,Mirror's Edge,PC,"January 12, 2009","In a city where information is heavily monitored, agile couriers called runners transport sensitive data away from prying eyes. In this seemingly utopian paradise, a crime has been committed, your sister has been framed and now you are being hunted. You are a runner called faith - and this innovative first-person action-adventure is your story. Flow is what keeps you running, what keeps you alive. Mirror's Edge delivers you straight into the shoes of this unique heroine as she traverses the vertigo-inducing cityscape, engaging in intense combat and fast paced chases. With a never before seen sense of movement and perspective, you will be drawn into Faith's world. A world that is visceral, immediate, and very dangerous. Live or die? Soar or plummet? One thing is certain: in this city you will learn how to run. [Electronic Arts]",81,8.0,2009,PC,648.0
3872,TrackMania 2 Canyon,PC,"September 14, 2011",Trackmania 2 Canyon is a racing game by Nadeo.,81,7.6,2011,PC,615.6
3874,The Pathless,PC,"November 12, 2020","From the creators of ABZÛ, The Pathless is a mythic adventure game about an archer and an eagle in a vast forest. Become the Hunter, a master of archery who travels to a mystical island to dispel a curse of darkness that grips the world. Forge a connection with your eagle companion as you hunt corrupted spirits, but be careful not to become the hunted yourself. Explore misty forests full of secrets, solve puzzles in ancient ruins, and test your skill in epic battles. The bond with your eagle and the fate of the world hang in the balance. [Giant Squid]",81,7.6,2020,PC,615.6
3876,Motorsport Manager,PC,"November 9, 2016",,81,8.1,2016,PC,656.1
3884,The Vanishing of Ethan Carter,PlayStation 4,"July 14, 2015",The Vanishing of Ethan Carter is a first-person story-driven mystery focused on exploration and discovery. As occult-minded private detective Paul Prospero communicates with the dead to discover the fate of a missing boy and the mystery behind a dark ancient force inhabiting Red Creek Valley.,81,7.4,2015,PlayStation_4,599.4
3886,NBA 2K6,Xbox 360,"November 16, 2005","Shot Stick -- Control the direction of your shot with the right analog stick. Pull off runners, fade-aways, finger rolls and dunks with a flick of the stick. Dual Player Control -- Set teammates into motion for alley-oops, give and gos, or to hit an open man for a 3 point play with the touch of the d-pad. Strip n Rip System -- Direction specific stealing controls let players anticipate passes by jumping into passing lanes to deflect or intercept a pass, as well as, strip the ball from a player driving to the hoop or a player with weak hands coming down with the rebound. V.I.P. System -- After your game, save your friends’ profiles to compete when they’re not available! Learn their tendencies, moves, & logic for more heated battles. Get the upper hand in an online tournaments by downloading other players’ VIP profiles. The Crib -- New to NBA 2K6 this year, you can now earn crib credits with every game you play to deck out your crib, buy music, or play mini-games. 24/7: Road to the EBC -- Take to the streets of Harlem in the Entertainer's Basketball Classic to play against NBA players and Def Jam Celebrities including Red Man, Method Man, Flavor Flav, and many other special guests. [2K Games]",81,8.3,2005,Xbox_360,672.3000000000001
3887,My Friend Pedro,PC,"June 20, 2019",My Friend Pedro is a violent ballet about friendship and imagination where players strategically bounce bullets off frying pans and jump through windows in slow motion.,81,8.0,2019,PC,648.0
3888,Perfect Dark Zero,Xbox 360,"November 17, 2005","Brought to life in high definition, Perfect Dark: Zero challenges players to guide Joanna Dark on her journey to become the perfect agent. Years before the original ""Perfect Dark,"" players assume the role of Perfect Agent Joanna Dark in a gripping story, with the action in this sci-fi thriller centered on espionage, conspiracy, and a mysterious global conflict. The game delivers unprecedented online action and flexibility, supporting upwards of 50 players online. Perfect Dark: Zero includes fully scalable environments, and complete online support with tournaments, rankings, and more. Players can choose between a story-driven single-player campaign and various multiplayer options, including four-player splitscreen and cooperative action, for infinite replayability. Combat enabled vehicles including jetpacks, hovercrafts, and motorcycles are also available. [Microsoft]",81,7.2,2005,Xbox_360,583.2
3889,South Park: The Fractured But Whole,PC,"October 17, 2017","South Park: The Fractured but Whole empowers players to delve into the tender, crime-ridden underbelly of South Park with Coon and Friends. This dedicated group of crime fighters was formed by Eric Cartman, whose superhero alter ego, The Coon, is half man, half raccoon. As The New Kid, players join Mysterion, Toolshed, Human Kite, Mosquito, Mint Berry Crunch and a group of others to battle the forces of evil while Coon strives to make his team some of the most beloved superheroes in history. Creators Matt Stone and Trey Parker were involved in every step of the development of the game. [Ubisoft]",81,6.9,2017,PC,558.9
3891,Necrobarista,PC,"July 22, 2020","In a back-alley cafe, the dead are granted one last night to mingle with the living. Necrobarista follows a dynamic and diverse cast of characters as they navigate Melbourne's hipstery coffee culture, the questionable ethics of necromancy, and the process of letting go.",81,6.2,2020,PC,502.2
